participant:assignmentId,trial,blockTrial,trialStartTime,monster,family,category,preferredFood,choice,correct,rt
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,13,13,27685,Bear_5_5,Bear,category2D,waffles,waffles,True,933
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,14,14,29380,Bear_4_2,Bear,category2D,pancakes,waffles,False,558
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,15,15,31197,Bear_6_6,Bear,category2D,waffles,waffles,True,1044
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,16,16,32997,Bear_2_2,Bear,category2D,pancakes,pancakes,True,1088
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,17,17,34843,Bear_6_5,Bear,category2D,waffles,pancakes,False,772
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,18,18,36871,Bear_6_1,Bear,category2D,waffles,pancakes,False,1250
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,19,19,39377,Bear_1_4,Bear,category2D,pancakes,pancakes,True,656
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,20,20,40792,Bear_6_5,Bear,category2D,waffles,waffles,True,734
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,21,21,42286,Bear_1_2,Bear,category2D,pancakes,pancakes,True,897
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,22,22,43942,Bear_5_3,Bear,category2D,waffles,waffles,True,1138
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,23,23,45843,Bear_5_4,Bear,category2D,waffles,waffles,True,887
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,24,24,47488,Bear_1_5,Bear,category2D,waffles,pancakes,False,997
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,25,25,49739,Bear_1_3,Bear,category2D,pancakes,pancakes,True,667
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,26,26,51165,Bear_4_4,Bear,category2D,pancakes,waffles,False,980
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,27,27,53405,Bear_3_3,Bear,category2D,pancakes,pancakes,True,2430
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,28,28,56593,Bear_4_3,Bear,category2D,pancakes,pancakes,True,548
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,29,29,57899,Bear_3_3,Bear,category2D,pancakes,pancakes,True,824
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,30,30,59478,Bear_4_3,Bear,category2D,pancakes,waffles,False,948
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,31,31,61681,Bear_1_5,Bear,category2D,waffles,pancakes,False,650
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,32,32,63587,Bear_2_3,Bear,category2D,pancakes,pancakes,True,821
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,33,33,65166,Bear_6_2,Bear,category2D,waffles,pancakes,False,599
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,34,34,67022,Bear_1_5,Bear,category2D,waffles,pancakes,False,529
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,35,35,68806,Bear_2_3,Bear,category2D,pancakes,pancakes,True,920
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,36,36,70480,Bear_6_6,Bear,category2D,waffles,waffles,True,993
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,37,37,72226,Bear_5_4,Bear,category2D,waffles,pancakes,False,936
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,38,38,74415,Bear_1_4,Bear,category2D,pancakes,pancakes,True,839
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,39,39,76015,Bear_4_6,Bear,category2D,waffles,waffles,True,836
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,40,40,77608,Bear_2_2,Bear,category2D,pancakes,pancakes,True,698
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,41,41,79062,Bear_1_1,Bear,category2D,pancakes,pancakes,True,849
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,42,42,80668,Bear_3_3,Bear,category2D,pancakes,waffles,False,915
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,43,43,82842,Bear_4_1,Bear,category2D,pancakes,pancakes,True,819
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,44,44,84420,Bear_3_2,Bear,category2D,pancakes,pancakes,True,674
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,45,45,85855,Bear_3_2,Bear,category2D,pancakes,pancakes,True,581
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,46,46,87195,Bear_6_3,Bear,category2D,waffles,waffles,True,936
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,47,47,88888,Bear_3_4,Bear,category2D,pancakes,pancakes,True,826
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,48,48,90475,Bear_3_6,Bear,category2D,waffles,pancakes,False,596
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,49,49,92326,Bear_1_1,Bear,category2D,pancakes,pancakes,True,1145
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,50,50,94229,Bear_6_4,Bear,category2D,waffles,waffles,True,1507
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,51,51,96490,Bear_2_6,Bear,category2D,waffles,pancakes,False,626
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,52,1,98623,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,810
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,53,2,100192,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,442
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,54,3,101393,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,605
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,55,4,103257,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,436
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,56,5,104451,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,397
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,57,6,106103,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,tacos,False,478
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,58,7,107837,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,717
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,59,8,109811,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,580
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,60,9,111151,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,560
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,61,10,112968,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,580
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,62,11,114308,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,1004
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,63,12,116068,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,601
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,64,13,117432,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,549
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,65,14,118741,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,tacos,False,951
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,66,15,120950,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,736
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,67,16,122447,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,169
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,68,17,123373,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,128
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,69,18,124755,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,546
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,70,19,126064,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,474
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,71,20,127296,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,503
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,72,21,128554,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,565
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,73,22,129879,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,568
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,74,23,131203,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,915
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,75,24,132877,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,584
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,76,25,134220,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,869
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,77,26,136350,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,531
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,78,27,137644,GreenMonster_2_1,GreenMonster,category1D,tacos,tacos,True,985
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,79,28,139387,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,915
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,80,29,141063,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,731
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,81,30,142549,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,424
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,82,31,143731,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,478
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,83,32,144967,GreenMonster_5_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,509
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,84,33,146235,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,847
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,85,34,147843,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,641
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,86,35,149242,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,577
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,87,36,150578,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,989
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,88,37,152321,GreenMonster_2_1,GreenMonster,category1D,tacos,grilled_cheese,False,678
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,89,38,154257,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,444
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,90,39,155459,GreenMonster_4_1,GreenMonster,category1D,grilled_cheese,tacos,False,420
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,91,40,157134,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,755
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,92,41,158651,GreenMonster_2_1,GreenMonster,category1D,tacos,tacos,True,963
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,93,42,160375,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,386
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,94,43,161519,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,660
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,95,44,162936,GreenMonster_2_1,GreenMonster,category1D,tacos,tacos,True,1013
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,96,45,164703,GreenMonster_3_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,484
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,97,46,165942,GreenMonster_6_1,GreenMonster,category1D,grilled_cheese,grilled_cheese,True,804
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,98,47,167510,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,1516
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,99,48,169783,GreenMonster_1_1,GreenMonster,category1D,tacos,tacos,True,533
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,100,49,171070,GreenMonster_1_1,GreenMonster,category1D,tacos,grilled_cheese,False,514
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,101,1,173788,Squid_5_4,Squid,categoryRandom,carrot,carrot,True,796
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,102,2,175340,Squid_4_5,Squid,categoryRandom,broccoli,carrot,False,842
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,103,3,177441,Squid_4_2,Squid,categoryRandom,broccoli,broccoli,True,938
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,104,4,179137,Squid_1_1,Squid,categoryRandom,broccoli,carrot,False,1178
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,105,5,181571,Squid_6_3,Squid,categoryRandom,carrot,carrot,True,813
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,106,6,183142,Squid_4_3,Squid,categoryRandom,broccoli,broccoli,True,810
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,107,7,184708,Squid_4_4,Squid,categoryRandom,carrot,broccoli,False,1172
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,108,8,187136,Squid_2_6,Squid,categoryRandom,carrot,carrot,True,1256
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,109,9,189150,Squid_3_6,Squid,categoryRandom,carrot,carrot,True,599
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,110,10,190508,Squid_6_4,Squid,categoryRandom,broccoli,carrot,False,576
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,111,11,192339,Squid_4_5,Squid,categoryRandom,broccoli,broccoli,True,402
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,112,12,193500,Squid_4_4,Squid,categoryRandom,carrot,broccoli,False,630
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,113,13,195386,Squid_4_4,Squid,categoryRandom,carrot,carrot,True,423
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,114,14,196567,Squid_6_4,Squid,categoryRandom,broccoli,carrot,False,397
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,115,15,198222,Squid_2_2,Squid,categoryRandom,broccoli,carrot,False,1225
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,116,16,200704,Squid_4_2,Squid,categoryRandom,broccoli,carrot,False,552
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,117,17,202510,Squid_3_4,Squid,categoryRandom,broccoli,broccoli,True,342
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,118,18,203609,Squid_2_6,Squid,categoryRandom,carrot,broccoli,False,196
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,119,19,205066,Squid_2_4,Squid,categoryRandom,carrot,carrot,True,283
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,120,20,206111,Squid_2_4,Squid,categoryRandom,carrot,carrot,True,2531
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,121,21,209403,Squid_5_4,Squid,categoryRandom,carrot,carrot,True,552
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,122,22,210711,Squid_3_1,Squid,categoryRandom,carrot,broccoli,False,834
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,123,23,212800,Squid_5_2,Squid,categoryRandom,carrot,carrot,True,372
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,124,24,213934,Squid_4_3,Squid,categoryRandom,broccoli,carrot,False,573
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,125,25,215765,Squid_4_2,Squid,categoryRandom,broccoli,carrot,False,756
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,126,26,217780,Squid_2_6,Squid,categoryRandom,carrot,broccoli,False,927
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,127,27,219963,Squid_1_2,Squid,categoryRandom,carrot,broccoli,False,1429
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,128,28,222653,Squid_1_6,Squid,categoryRandom,carrot,carrot,True,149
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,129,1,224577,Bunny_1_3,Bunny,categoryIgnore1D,bananas,bananas,True,460
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,130,2,225792,Bunny_3_2,Bunny,categoryIgnore1D,bananas,oranges,False,730
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,131,3,227781,Bunny_4_4,Bunny,categoryIgnore1D,oranges,bananas,False,541
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,132,4,229580,Bunny_3_1,Bunny,categoryIgnore1D,bananas,bananas,True,384
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,133,5,230725,Bunny_3_2,Bunny,categoryIgnore1D,bananas,bananas,True,402
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,134,6,231888,Bunny_4_2,Bunny,categoryIgnore1D,oranges,bananas,False,439
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,135,7,233585,Bunny_4_5,Bunny,categoryIgnore1D,oranges,bananas,False,280
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,136,8,235121,Bunny_2_1,Bunny,categoryIgnore1D,bananas,bananas,True,110
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,137,9,235988,Bunny_4_3,Bunny,categoryIgnore1D,oranges,bananas,False,344
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,138,10,237590,Bunny_6_4,Bunny,categoryIgnore1D,oranges,oranges,True,1015
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,139,11,239367,Bunny_6_1,Bunny,categoryIgnore1D,oranges,bananas,False,701
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,140,12,241326,Bunny_4_2,Bunny,categoryIgnore1D,oranges,bananas,False,1501
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,141,13,244085,Bunny_5_4,Bunny,categoryIgnore1D,oranges,oranges,True,924
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,142,14,245769,Bunny_2_6,Bunny,categoryIgnore1D,bananas,bananas,True,1326
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,143,15,247854,Bunny_4_5,Bunny,categoryIgnore1D,oranges,bananas,False,966
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,144,16,250079,Bunny_6_3,Bunny,categoryIgnore1D,oranges,oranges,True,1178
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,145,17,252015,Bunny_4_4,Bunny,categoryIgnore1D,oranges,oranges,True,547
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,146,18,253320,Bunny_6_4,Bunny,categoryIgnore1D,oranges,oranges,True,525
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,147,19,254604,Bunny_3_5,Bunny,categoryIgnore1D,bananas,bananas,True,952
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,148,20,256316,Bunny_4_4,Bunny,categoryIgnore1D,oranges,oranges,True,641
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,149,21,257715,Bunny_3_6,Bunny,categoryIgnore1D,bananas,bananas,True,1425
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,150,22,259896,Bunny_3_6,Bunny,categoryIgnore1D,bananas,bananas,True,909
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,151,23,261564,Bunny_3_4,Bunny,categoryIgnore1D,bananas,bananas,True,569
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,152,24,262893,Bunny_2_2,Bunny,categoryIgnore1D,bananas,bananas,True,612
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,153,25,264263,Bunny_1_1,Bunny,categoryIgnore1D,bananas,bananas,True,1282
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,154,26,266304,Bunny_1_3,Bunny,categoryIgnore1D,bananas,bananas,True,561
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,155,27,267624,Bunny_4_4,Bunny,categoryIgnore1D,oranges,oranges,True,1483
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,156,28,269866,Bunny_3_3,Bunny,categoryIgnore1D,bananas,bananas,True,434
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,157,29,271059,Bunny_3_1,Bunny,categoryIgnore1D,bananas,oranges,False,974
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,158,30,273289,Bunny_3_4,Bunny,categoryIgnore1D,bananas,bananas,True,491
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,159,31,274543,Bunny_3_6,Bunny,categoryIgnore1D,bananas,bananas,True,489
A13OOAT2ORKH6V:3EWIJTFFVPMYW8IUWPUOOQWSVFU0E8,160,32,275791,Bunny_6_5,Bunny,categoryIgnore1D,oranges,bananas,False,809
